index,comment,n_star,date_time,label,clean_comment,GENERAL,SCREEN,CAMERA,FEATURES,BATTERY,PERFORMANCE,STORAGE,DESIGN,PRICE,SER&ACC
6909,Sau 1 tháng sử dụng em thấy rất hài lòng về em nó. Và em viết bài đánh giá này cũng bằng    Redmi Note 7.,5,20/09/2019,{GENERAL#Positive};,sau 1 tháng sử dụng em thấy rất hài lòng về em nó và em viết bài đánh giá này cũng bằng redmi note 7,positive,none,none,none,none,none,none,none,none,none
6910,"Sản phẩm khiến tôi thấy rất hài lòng. Cảm ơn nhân viên đã phục vụ tận tình. Máy rất mượt. Pin thì tuột không quá nhanh. Chỉ tuột nhanh khi mở max setting thôi. Còn loa thì khỏi bàn , lớn kinh khủng.",5,12/7/2020,{FEATURES#Positive};{BATTERY#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,sản phẩm khiến tôi thấy rất hài lòng cảm ơn nhân viên đã phục vụ tận tình máy rất mượt pin thì tuột không quá nhanh chỉ tuột nhanh khi mở max setting thôi còn loa thì khỏi bàn lớn kinh khủng,positive,none,none,positive,neutral,none,none,none,none,positive
6911,"Mua cho mẹ sài nên củng không đòi hỏi gì nhiều, máy đẹp camera siêu ảo, thử chiến game củng ok,pin sài dc 2 ngày với luot wep xem fim, nhân viên tgdd an minh KG phục vụ qua nhiệt tình cho 5*",5,18/03/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};{OTHERS};,mua cho mẹ xài nên củng không đòi hỏi gì nhiều máy đẹp camera siêu ảo thử chiến game củng ok pin xài được 2 ngày với luot wep xem fim nhân viên tgdd an minh không phục vụ qua nhiệt tình cho 5,none,none,positive,none,none,positive,none,positive,none,positive
6912,"Nhân viên tư vấn nhiệt tình, vui vẻ. Máy dùng ok có mỗi vân tay trên màn hình kém. Quét chục lần luôn mới mở khóa được🤨",4,5/11/2019,{FEATURES#Negative};{SER&ACC#Positive};,nhân viên tư vấn nhiệt tình vui vẻ máy dùng ok có mỗi vân tay trên màn hình kém quét chục lần luôn mới mở khóa được,none,none,none,negative,none,none,none,none,none,positive
6913,Tốt điện thoại pin trâu sài rất ổn định tư vấn rất nhiệt tình tiếc là không có tai nghe nhưng mua cũng được ko sao,5,12/8/2020,{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Neutral};,tốt điện thoại pin trâu xài rất ổn định tư vấn rất nhiệt tình tiếc là không có tai nghe nhưng mua cũng được không sao,positive,none,none,none,positive,none,none,none,none,neutral
6914,"Wifi kém hơn con a51 còn lại ngon hết , chả khác gì bát wifi như iphone nên có bản cập nhập",4,19/01/2020,{FEATURES#Negative};{GENERAL#Positive};,wifi kém hơn con a51 còn lại ngon hết chả khác gì bát wifi như iphone nên có bản cập nhập,positive,none,none,negative,none,none,none,none,none,none
6915,"Nhân viên tư vấn nhiệt tình.
Mới mua xài mấy hôm chưa sử dụng hết chức năng nhưng thấy máy rất OK.pin trâu xem phim nghe nhạc thoải mái mái k hết để nạp
Giá vừa túi tiền",5,5/7/2020,{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,nhân viên tư vấn nhiệt tình mới mua xài mấy hôm chưa sử dụng hết chức năng nhưng thấy máy rất ok pin trâu xem phim nghe nhạc thoải mái mái không hết để nạp giá vừa túi tiền,positive,none,none,none,positive,none,none,none,positive,positive
6916,"Tôi đã mua và dùng đc 2 ngày, rất tốt, pin trâu, rất mượt khi chơi game sạc khá là nhanh. Anh nhân viên phục vụ tốt nữa",5,2 tuần trước,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,tôi đã mua và dùng được 2 ngày rất tốt pin trâu rất mượt khi chơi game sạc khá là nhanh anh nhân viên phục vụ tốt nữa,positive,none,none,none,positive,positive,none,none,none,positive
6917,"Cái dòng ss nhất là dòng á bắt wifi rất kém, vân tay thì lúc dc, lúc hok. Nói chung là hok nên mua cho dù ra a100 cũng vậy hok có cải tiến gì cả",1,29/04/2019,{FEATURES#Negative};{OTHERS};,cái dòng ss nhất là dòng á bắt wifi rất kém vân tay thì lúc được lúc không nói chung là không nên mua cho dù ra a100 cũng vậy không có cải tiến gì cả,none,none,none,negative,none,none,none,none,none,none
6918,"Xin ai có ý định mua thì đừng mua, ck mình mua tặng 8/3, mới mua hơn 1 tháng mà bị đơ nhiều lắm, chụp ảnh thì bị thoát ra,chụp mãi k đc. Thua xa con j7 prime xài gần 3 năm của mình",1,14/04/2020,{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,xin ai có ý định mua thì đừng mua ck mình mua tặng 8 3 mới mua hơn 1 tháng mà bị đơ nhiều lắm chụp ảnh thì bị thoát ra chụp mãi không được thua xa con j7 prime xài gần 3 năm của mình,negative,none,none,none,none,negative,none,none,none,none
6919,"Máy hay tự động truy cập vào google, cảm thấy không hài lòng, ngoài điểm này máy rất ok",1,25/07/2020,{PERFORMANCE#Negative};{GENERAL#Negative};,máy hay tự động truy cập vào google cảm thấy không hài lòng ngoài điểm này máy rất ok,negative,none,none,none,none,negative,none,none,none,none
6920,"Mới xúc 11 64gb tôi qua
Phải nói đẹp tuyệt vời nhân viên ở dông anh phai nói phúc vu rất OK OK",5,7/12/2019,{DESIGN#Positive};{SER&ACC#Positive};{OTHERS};,mới xúc 11 64gb tôi qua phải nói đẹp tuyệt vời nhân viên ở dông anh phai nói phúc vu rất ok ok,none,none,none,none,none,none,none,positive,none,positive
6921,Rất tốt bất wifi tôi thấy mạnh chứ không phải yếu.Mạng vietell thì hay hơn vina (4G lite cat6 )chơi game thì ngon lắm không bị khự do wifi mạnh là được .Pin trâu 13' 2% 3% tuỳ vào nhiệt độ,5,12/3/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};,rất tốt bất wifi tôi thấy mạnh chứ không phải yếu mạng vietell thì hay hơn vina 4g lite cat6 chơi game thì ngon lắm không bị khự do wifi mạnh là được pin trâu 13 2 3 tuỳ vào nhiệt độ,none,none,none,positive,positive,positive,none,none,none,none
6922,Đt mình mua chưa được 3 tháng nữa ạ mà kể cả wifi đầy đi chăng nữa thì có lúc xem ảnh xem tin trên FB kh được nu2xa ạ... thật tình mà nói thì bắt wifi kém hơn cả 2 đt trước của mình,2,4/2/2020,{FEATURES#Negative};,điện thoại mình mua chưa được 3 tháng nữa ạ mà kể cả wifi đầy đi chăng nữa thì có lúc xem ảnh xem tin trên fb không được nu2xa ạ thật tình mà nói thì bắt wifi kém hơn cả 2 điện thoại trước của mình,none,none,none,negative,none,none,none,none,none,none
6923,Khi nghe phản hồi của mọingươi là loa rè. Đúng là để youtube cũ của máy kể cả cậpnhât cũng rất rè. Nhưng khi mình gỡ đi và tải youtube mới thì có nghe nhạc sàn loa nghe vẫn rất tốt ko bị rè chút nào nữa,5,31/05/2020,{FEATURES#Neutral};{OTHERS};,khi nghe phản hồi của mọingươi là loa rè đúng là để youtube cũ của máy kể cả cậpnhât cũng rất rè nhưng khi mình gỡ đi và tải youtube mới thì có nghe nhạc sàn loa nghe vẫn rất tốt không bị rè chút nào nữa,none,none,none,neutral,none,none,none,none,none,none
6924,mới mua thì ok nhưng mà để qua đêm tụt 2-3% mới sạ xong để khoảng 1h tụt 1% :v...,4,18/12/2019,{BATTERY#Neutral};{GENERAL#Positive};,mới mua thì ok nhưng mà để qua đêm tụt 2 3 mới sạ xong để khoảng 1h tụt 1 tốt,positive,none,none,none,neutral,none,none,none,none,none
6925,Trang bị chức năng Bluetooth partner chỉ để quảng cáo chớ chẳng kết nối được gì.,2,18/07/2019,{FEATURES#Negative};,trang bị chức năng bluetooth partner chỉ để quảng cáo chớ chẳng kết nối được gì,none,none,none,negative,none,none,none,none,none,none
6926,mọi thứ đều ổn trừ điểm wifi bắt kém gần modem thì ko sao xa tầm 3-4m mà có thứ gì chặn lại như tường hay người là bị tụt mạng có khi bị mất hẳn luôn.,4,25/07/2020,{FEATURES#Negative};{GENERAL#Positive};,mọi thứ đều ổn trừ điểm wifi bắt kém gần modem thì không sao xa tầm 3 4m mà có thứ gì chặn lại như tường hay người là bị tụt mạng có khi bị mất hẳn luôn,positive,none,none,negative,none,none,none,none,none,none
6927,"Nói chung là hàng tốt trong tầm giá, chơi Liên quân mượt, ko giật lag. Chụp hình đẹp.
Mấy thánh chê chắc chưa mua xài, ngồi cào bàn phím vớ vẩn.",5,7/7/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,nói chung là hàng tốt trong tầm giá chơi liên quân mượt không giật lag chụp hình đẹp mấy thánh chê chắc chưa mua xài ngồi cào bàn phím vớ vẩn,positive,none,positive,none,none,positive,none,none,neutral,none
6928,Mới mua xài được 1 tuần thấy ok .Sản phẩm tốt pin trâu + sac nhanh nói chung là hoàn hảo,5,15/06/2020,{BATTERY#Positive};{GENERAL#Positive};,mới mua xài được 1 tuần thấy ok sản phẩm tốt pin trâu sac nhanh nói chung là hoàn hảo,positive,none,none,none,positive,none,none,none,none,none
6929,Mình cũng sành công nghệ. Mua e này xong thì thất vọng quá mức. Rất rất ít chức năng. Chỉ gói gọn trong từ buồn. Em này giá dưới 5 triệu. Mới mua 3 ngày. Ai cưới gả liền. Mua hum trước giá 7990k. Chán lắm.,3,11/4/2020,{FEATURES#Negative};{GENERAL#Negative};{OTHERS};,mình cũng sành công nghệ mua e này xong thì thất vọng quá mức rất rất ít chức năng chỉ gói gọn trong từ buồn em này giá dưới 5 triệu mới mua 3 ngày ai cưới gả liền mua hum trước giá 7990k chán lắm,negative,none,none,negative,none,none,none,none,none,none
6930,"Sạc lên 100% 5 phút sau còn 90% là bị gì vậy, cắm sạc lại thì không vô pin luôn.",3,23/06/2020,{BATTERY#Negative};,sạc lên 100 5 phút sau còn 90 là bị gì vậy cắm sạc lại thì không vô pin luôn,none,none,none,none,negative,none,none,none,none,none
6931,"Sản phẩm chạy thì ok ! Mà ngay chổ camera sau bên dưới camera , cái vỏ bóp nó bị lún vô rất khó chịu !",3,1 tuần trước,{DESIGN#Negative};{GENERAL#Positive};,sản phẩm chạy thì ok mà ngay chổ camera sau bên dưới camera cái vỏ bóp nó bị lún vô rất khó chịu,positive,none,none,none,none,none,none,negative,none,none
6932,"Điện thoại ko có rung cuộc gọi và tin nhắn, chót mua rồi nên hơi thất vọng......",2,6/8/2020,{FEATURES#Negative};{GENERAL#Negative};,điện thoại không có rung cuộc gọi và tin nhắn chót mua rồi nên hơi thất vọng,negative,none,none,negative,none,none,none,none,none,none
6933,"Cam chụp ko rõ cho lắm, bắt sóng hơi yếu so vs dt khác, bật loa hết mức ko dc to 😑😑",2,1 ngày trước,{CAMERA#Negative};{FEATURES#Negative};,cam chụp không rõ cho lắm bắt sóng hơi yếu so với điện thoại khác bật loa hết mức không được to không tốt không tốt,none,none,negative,negative,none,none,none,none,none,none
6934,Điện thoại cảm ứng ko được nhạy ở góc 1/4 . Còn lại khá ổn với mức giá này .,2,12/10/2019,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Positive};,điện thoại cảm ứng không được nhạy ở góc 1 4 còn lại khá ổn với mức giá này,positive,none,none,negative,none,none,none,none,neutral,none
6935,Mới mua hàng tại thế giới di động máy pin châu chơi game mượt cấu hình mạnh . Nhân viên nhiệt tình chu đáo 👍👍👍 5 sao,5,12/5/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};,mới mua hàng tại thế giới di động máy pin châu chơi game mượt cấu hình mạnh nhân viên nhiệt tình chu đáo tốt tốt tốt 5 sao,none,none,none,none,positive,positive,none,none,none,positive
6936,Mua sai đc gần 10 ngày rồi nói chung sài ok camera khỏi chê chơi game rất mượt pin trâu lại sạc nhanh nữa nói chung ở tầm giá này nên chọn em nó lúc mới mua về ngày hôm sau có bị tắt nguồn k lí do nhưng mở lại thì sài BT k bị lại,4,29/04/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,mua xài được gần 10 ngày rồi nói chung xài ok camera khỏi chê chơi game rất mượt pin trâu lại sạc nhanh nữa nói chung ở tầm giá này nên chọn em nó lúc mới mua về ngày hôm sau có bị tắt nguồn không lí do nhưng mở lại thì xài bình thường không bị lại,positive,none,positive,none,positive,positive,none,none,none,none
6937,Mới mua hôm qua 18-12. Màn hình to mượt . Cảm trước sau tốt.pin đủ dùng. Để xài thời gian nữa xem sao,5,19/12/2019,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Neutral};{OTHERS};,mới mua hôm qua 18 12 màn hình to mượt cảm trước sau tốt pin đủ dùng để xài thời gian nữa xem sao,none,positive,positive,none,neutral,none,none,none,none,none
6938,Tất cả đều ok ngoại trừ xài được gần 1 tháng là loa trong ko nghe được. Mang ra bảo hành thì tắt nguồn xong mở lại là dc nhưng mang về xài mấy bữa lại bị. Rất bực bội.,1,3 tuần trước,{FEATURES#Negative};{GENERAL#Positive};{SER&ACC#Negative};,tất cả đều ok ngoại trừ xài được gần 1 tháng là loa trong không nghe được mang ra bảo hành thì tắt nguồn xong mở lại là được nhưng mang về xài mấy bữa lại bị rất bực bội,positive,none,none,negative,none,none,none,none,none,negative
6939,"Mua được 2 tuần, thiết kế đẹp, màn hình nét, camera ổn chứ k ở mức đẹp, pin trâu. Với già này mà lại là Samsung nữa thì không thể đòi hỏi gì thêm.",5,25/05/2020,{SCREEN#Positive};{CAMERA#Neutral};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{SER&ACC#Positive};,mua được 2 tuần thiết kế đẹp màn hình nét camera ổn chứ không ở mức đẹp pin trâu với già này mà lại là samsung nữa thì không thể đòi hỏi gì thêm,none,positive,neutral,none,positive,none,none,positive,neutral,positive
6940,Dùng được vài tháng khá ưng ý nhưng 2 tuần dạo gần đây máy hay tự tắt nguồn không lý do mở nguồn lại khá khó khăn có lúc giữ nút nguồn 3-5 phút mới lên nguồn,3,20/07/2020,{PERFORMANCE#Negative};{GENERAL#Positive};,dùng được vài tháng khá ưng ý nhưng 2 tuần dạo gần đây máy hay tự tắt nguồn không lý do mở nguồn lại khá khó khăn có lúc giữ nút nguồn 3 5 phút mới lên nguồn,positive,none,none,none,none,negative,none,none,none,none
6941,May Mobell s61 rất tốt mới nhận hàng bắt wi-fi rất mạnh tại các ứng dụng rất nhanh chụp ảnh đẹp màu của máy ok cảm ơn điện máy xanh,4,6 ngày trước,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,may mobell s61 rất tốt mới nhận hàng bắt wi fi rất mạnh tại các ứng dụng rất nhanh chụp ảnh đẹp màu của máy ok cảm ơn điện máy xanh,positive,positive,positive,positive,none,positive,none,none,none,positive
6942,"Quảng cáo 2 camera sau nhưng chỉ có một còn một không sử dụng được !?? Lấy tay thử che camera trên không thấy tay đâu cả, hình chụp thì không nét so với tầm giá của Samsung.",4,20/05/2020,{CAMERA#Negative};{PRICE#Neutral};,quảng cáo 2 camera sau nhưng chỉ có một còn một không sử dụng được lấy tay thử che camera trên không thấy tay đâu cả hình chụp thì không nét so với tầm giá của samsung,none,none,negative,none,none,none,none,none,neutral,none
6943,Sản phẩm rất tốt mình sẽ giới thiệu bạn bè và người thân mua nhân viên tư vấn nhiệt tình phục vụ tốt,5,29/06/2020,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,sản phẩm rất tốt mình sẽ giới thiệu bạn bè và người thân mua nhân viên tư vấn nhiệt tình phục vụ tốt,positive,none,none,none,none,none,none,none,none,positive
6944,"Mua được 1 tháng, đánh giá như sau :
Ưu điểm : sạc nhanh, chạy mượt, pin trâu, camera đẹp
Khuyết điểm : CMR lồi ra dễ trầy, op lưng k phong phú, nên cầm dễ tuột. 
Đặc biệt khi nghe cuộc gọi áp lên tay thì tắt màn hình, lấy ra khỏi tay thì màn hình k bật sáng lại như cũ. Cảm biến cuộc gọi thật sự có vấn đề",3,6/3/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Negative};,mua được 1 tháng đánh giá như sau ưu điểm sạc nhanh chạy mượt pin trâu camera đẹp khuyết điểm cmr lồi ra dễ trầy op lưng không phong phú nên cầm dễ tuột đặc biệt khi nghe cuộc gọi áp lên tay thì tắt màn hình lấy ra khỏi tay thì màn hình không bật sáng lại như cũ cảm biến cuộc gọi thật sự có vấn đề,none,none,positive,negative,positive,positive,none,positive,none,negative
6945,Mới mua hôm qua mấy rất tốt trong tầm giá lai còn đc tặng phiếu mua hàng nhân viên TGDD tư vấn nhiệt tình,5,7/7/2019,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,mới mua hôm qua mấy rất tốt trong tầm giá lai còn được tặng phiếu mua hàng nhân viên tgdd tư vấn nhiệt tình,positive,none,none,none,none,none,none,none,neutral,positive
6946,"Tạm ổn.camera thua cái đt 1020 cách đây gần 10 năm. Hình chụp không nét, thiếu chống rung quang học.Mình thấy hiếm có đt nào bằng đc 1020.chụp điện thoại cách dưới 3m là chụp rõ cả sợi lông, chụp cái quạt đang chạy là chụp rõ cái cánh quạt đang dừng",3,8/7/2020,{SCREEN#Negative};{CAMERA#Negative};{GENERAL#Neutral};{OTHERS};,tạm ổn camera thua cái điện thoại 1020 cách đây gần 10 năm hình chụp không nét thiếu chống rung quang học mình thấy hiếm có điện thoại nào bằng được 1020 chụp điện thoại cách dưới 3m là chụp rõ cả sợi lông chụp cái quạt đang chạy là chụp rõ cái cánh quạt đang dừng,neutral,negative,negative,none,none,none,none,none,none,none
6947,Cho hỏi cách xem màn hinh youtube để máy thẳng đứng sao nó chỉ hiển thị được 1/5 của máy ạ.có cách nào phóng to ra ko mới mua máy nên chưa biết xài.cảm ơn ạ,3,24/07/2020,{OTHERS};,cho hỏi cách xem màn hinh youtube để máy thẳng đứng sao nó chỉ hiển thị được 1 5 của máy ạ có cách nào phóng to ra không mới mua máy nên chưa biết xài cảm ơn ạ,none,none,none,none,none,none,none,none,none,none
6948,"Sản phẩm theo mình cảm nhận ban đầu tốt. Pin khỏe bắt wifi chạy Youtube chạy 2 tiếng hết có 13% pin, sóng 4G tốt, Bluetooth phát qua loa ngon,bắt wifi khỏe, loa ngoài chấp nhận được. Với 1 sp 4tr như này là quá tuyệt. Mua ủng hộ bác Vượng . mong các sp Vsmart ngày càng phát triển. Nhân viên TGDĐ nhiệt tình .",5,3 ngày trước,{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,sản phẩm theo mình cảm nhận ban đầu tốt pin khỏe bắt wifi chạy youtube chạy 2 tiếng hết có 13 pin sóng 4g tốt bluetooth phát qua loa ngon bắt wifi khỏe loa ngoài chấp nhận được với 1 sản phẩm 4tr như này là quá tuyệt mua ủng hộ bác vượng mong các sản phẩm vsmart ngày càng phát triển nhân viên tgdđ nhiệt tình,positive,none,none,positive,positive,none,none,none,neutral,positive
6949,"Lên google bị đứng hoài , coi phim lag lag , đứng hình riết luôn, rất bực mình 😡😡😡",1,1 tuần trước,{PERFORMANCE#Negative};,lên google bị đứng hoài coi phim lag lag đứng hình riết luôn rất bực mình không tốt không tốt không tốt,none,none,none,none,none,negative,none,none,none,none
6950,"Sau 15 ngày sử dụng, cảm thấy máy rất tốt pin rất trâu nếu sử dụng tác vụ cơ bản chắc được 2 ngày, sạc nhanh từ 15℅ lên 100℅ khoảng 2tiếng rưỡi. Giá rẻ cấu hình ổn, nhưng màn hình hơi bị ám vàng nhẹ, và wifi hơi chậm nhưng sài vẫn ngon.",5,29/02/2020,{SCREEN#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,sau 15 ngày sử dụng cảm thấy máy rất tốt pin rất trâu nếu sử dụng tác vụ cơ bản chắc được 2 ngày sạc nhanh từ 15 lên 100 khoảng 2tiếng rưỡi giá rẻ cấu hình ổn nhưng màn hình hơi bị ám vàng nhẹ và wifi hơi chậm nhưng xài vẫn ngon,positive,negative,none,none,positive,positive,none,none,positive,none
6951,Xài ok mà sao thấy ai cũng bình luận là tệ vậy. A50s chạy mượt chơi game tốt pin trâu chụp hình thì khỏi bàn hình đẹp giá 5.900.000 là quá ok,5,2/12/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,xài ok mà sao thấy ai cũng bình luận là tệ vậy a50s chạy mượt chơi game tốt pin trâu chụp hình thì khỏi bàn hình đẹp giá 5 900 0 là quá ok,positive,none,positive,none,positive,positive,none,none,positive,none
6952,"Máy chơi game qúa ngon, mặc dù settings bật thấp nhưng PUBG do độ phân giải có HD+ nên mượt, tuyệt vời, android one thuần mượt như ios nên rất tốt",5,10/6/2020,{SCREEN#Positive};{PERFORMANCE#Positive};,máy chơi game qúa ngon mặc dù settings bật thấp nhưng pubg do độ phân giải có hd nên mượt tuyệt vời android one thuần mượt như ios nên rất tốt,none,positive,none,none,none,positive,none,none,none,none
6953,Mới dùng chưa đc 1ngày nhưng mình thấy pin xuống nhanh quá còn mọi thứ khác thì thấy ổn,4,6/4/2020,{BATTERY#Negative};{GENERAL#Positive};,mới dùng chưa được 1ngày nhưng mình thấy pin xuống nhanh quá còn mọi thứ khác thì thấy ổn,positive,none,none,none,negative,none,none,none,none,none
6954,"Đã sử dụng từ lúc mở bán với giá cực rẻ cho máy 3G ram, nói chung cái nào của máy cũng ok hết đó, từ màn hình tới khả năng chơi game tốt, chơi LQ hay Free Fire tốt, ko lag, pin cực trâu,sóng sánh 4g đến WiFi rất tốt, ko chê đc, chỉ có camera thì thui rùi, nó chán bà cố luôn,nhất là chụp thiếu sáng hay dưới ánh đèn",4,27/02/2020,{SCREEN#Positive};{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};,đã sử dụng từ lúc mở bán với giá cực rẻ cho máy 3g ram nói chung cái nào của máy cũng ok hết đó từ màn hình tới khả năng chơi game tốt chơi lq hay free fire tốt không lag pin cực trâu sóng sánh 4g đến wifi rất tốt không chê được chỉ có camera thì thui rùi nó chán bà cố luôn nhất là chụp thiếu sáng hay dưới ánh đèn,none,positive,negative,none,positive,positive,none,none,positive,none
6955,"Dùng hơn 3 tháng, máy ngon, ổn định, pin khá trâu, chơi game không thấy giật lag nhiều, mặt lưng đẹp khi ở ngoài sáng, màn go xem phim thích cực, vân tay thì ổn không quá chậm như nhiều người nói. Mấy bạn chê thì sang hãng khác xài, chứ thấy giao diện ss khác khác biệt không giống nhau như các hãng khác. Nhân viên nhiệt tình sẽ ủng hộ tgdd dài",5,14/09/2019,{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,dùng hơn 3 tháng máy ngon ổn định pin khá trâu chơi game không thấy giật lag nhiều mặt lưng đẹp khi ở ngoài sáng màn go xem phim thích cực vân tay thì ổn không quá chậm như nhiều người nói mấy bạn chê thì sang hãng khác xài chứ thấy giao diện ss khác khác biệt không giống nhau như các hãng khác nhân viên nhiệt tình sẽ ủng hộ tgdd dài,positive,none,none,neutral,positive,positive,none,positive,none,positive
6956,Em mới mua gần 1 tháng tự nhiên nay lại có hiện tượng vào gg bị văng ra hoặc hay bị lỗi các thứ còn lại rất oki ạ,4,23/07/2020,{PERFORMANCE#Negative};{GENERAL#Positive};,em mới mua gần 1 tháng tự nhiên nay lại có hiện tượng vào gg bị văng ra hoặc hay bị lỗi các thứ còn lại rất ok ạ,positive,none,none,none,none,negative,none,none,none,none
6957,So với mặt bằng Smartphone tầm trung hiện nay thì giá cao tầm 8tr490k là vừa...pin cũng oppo f11 pro . Cam sau ok Cam trước xấu tệ ...độ chói nắng rất tốt,3,5/2/2020,{CAMERA#Neutral};{BATTERY#Positive};{PRICE#Negative};,so với mặt bằng smartphone tầm trung hiện nay thì giá cao tầm 8tr490k là vừa pin cũng oppo f11 pro cam sau ok cam trước xấu tệ độ chói nắng rất tốt,none,none,neutral,none,positive,none,none,none,negative,none
6958,Tất cả đều ổn... máy mượt sạc kha nhanh.. có điều pin là tụt nhanh không biết lý do như thế nào.. mặc dù không chơi game,4,6/8/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};,tất cả đều ổn máy mượt sạc kha nhanh có điều pin là tụt nhanh không biết lý do như thế nào mặc dù không chơi game,positive,none,none,none,neutral,positive,none,none,none,none
6959,Cho mình hỏi sản phẩm xuất hiện lỗi. Có thể đổi con máy khác trong bao ngày sau khi mua ạ. Hiện máy mình nó xanh màn báo: error system đại khái là lỗi. Sau đó mình khởi động lại thì bình thường nhưng đơ hơn trước. Máy mùa đc tầm nửa tháng ạ,3,5/4/2020,{PERFORMANCE#Negative};{OTHERS};,cho mình hỏi sản phẩm xuất hiện lỗi có thể đổi con máy khác trong bao ngày sau khi mua ạ hiện máy mình nó xanh màn báo error system đại khái là lỗi sau đó mình khởi động lại thì bình thường nhưng đơ hơn trước máy mùa được tầm nửa tháng ạ,none,none,none,none,none,negative,none,none,none,none
6960,Sản phẩm tốt pin sạc nhanh khỏi bàn không thấy lỗi gì OK không cần sạc qua đêm sáng dậy dọn dẹp nhà tiện thể sạc,5,12/6/2020,{BATTERY#Positive};{GENERAL#Positive};,sản phẩm tốt pin sạc nhanh khỏi bàn không thấy lỗi gì ok không cần sạc qua đêm sáng dậy dọn dẹp nhà tiện thể sạc,positive,none,none,none,positive,none,none,none,none,none
6961,"Tạm thời dùng tạm được, mượt mà, đẹp! Thời gian bảo hành và chế độ hậu mãi vượt trội!",5,27/10/2019,{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Neutral};{SER&ACC#Positive};,tạm thời dùng tạm được mượt mà đẹp thời gian bảo hành và chế độ hậu mãi vượt trội,neutral,none,none,none,none,positive,none,positive,none,positive
6962,Mìn vừa nhặt từ tgdd con cũ nova 5t. Xài phê tuột quần. Thấy mn đánh giá tốt quá nên mua luôn. Mình chẳng ngại chuyện lùm xùn của Huawei đâu. Mình cũng vừa mua con redmi note 8 pro hồi đầu tháng. So sánh tác vụ hàng ngày thì như nhau. Nhưng độ bền bỉ có lẽ con này nhỉnh hơn do cấu hình cao hơn. Nói chung rất ổn áp so với giá cũ mình đã mua.,5,1/8/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,mìn vừa nhặt từ tgdd con cũ nova 5t xài phê tuột quần thấy mọi người đánh giá tốt quá nên mua luôn mình chẳng ngại chuyện lùm xùn của huawei đâu mình cũng vừa mua con redmi note 8 pro hồi đầu tháng so sánh tác vụ hàng ngày thì như nhau nhưng độ bền bỉ có lẽ con này nhỉnh hơn do cấu hình cao hơn nói chung rất ổn áp so với giá cũ mình đã mua,positive,none,none,none,none,positive,none,none,neutral,none
6963,"Chơi game rất mượt, Sạt pin nhanh chỉ 55 phút từ 20% đến 100%. Cách thức trao sản phẩm bằng hộp quà rất ấn tượng. Nói chung sản phẩm này sử dụng rất ngon cho đến hiện tại. Còn nữa các em nhân viên tư vấn rất nhiệt tình.",5,6 ngày trước,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,chơi game rất mượt sạt pin nhanh chỉ 55 phút từ 20 đến 100 cách thức trao sản phẩm bằng hộp quà rất ấn tượng nói chung sản phẩm này sử dụng rất ngon cho đến hiện tại còn nữa các em nhân viên tư vấn rất nhiệt tình,positive,none,none,none,positive,positive,none,none,none,positive
